train_name;category;problem;reason;solution;id
2ТЭ25А;Авария регулятора напряжения, Наличие в УОИ сигнала об аварии регулятора напряжения стартер-генератора (РНВГ);Отсутствие зарядки АБ (Авария регулятора напряжения);['Произошла авария РНВГ', 'Нет +110В от РНВГ к УОИ', 'Неисправность платы БОДД (ПВДД) УОИ'];['Проверить автомат на блоке РНВГ. Внимание! Отсутствует заряд аккумуляторной батареи! Не работает компрессор. Отключить лишние потребители. При возможности заменить на резервный РНВГ.', 'Проверить автомат на блоке РНВГ. Внимание! Отсутствует заряд аккумуляторной батареи! Не работает компрессор. Отключить лишние потребители. При возможности заменить на резервный РНВГ.', 'Проверить автомат на блоке РНВГ. Внимание! Отсутствует заряд аккумуляторной батареи! Не работает компрессор. Отключить лишние потребители. При возможности заменить на резервный РНВГ.'];1684
2ТЭ25А;Блокировка дверей аппаратной камеры, отсутствие в УОИ сигнала о закрытых дверях;Снятие/запрет возбуждения ТА (Блокировка левой/правой двери аппаратной камеры);['Двери открыты.', 'Неисправность концевых выключателей дверей.', 'Нет +110В или обрыв провода от блокировок к УОИ', 'Неисправность платы БОДД (ПВДД) УОИ'];['Проверить закрытие дверей, состояние контактов концевых выключателей.', 'Проверить закрытие дверей, состояние контактов концевых выключателей.', 'Проверить закрытие дверей, состояние контактов концевых выключателей.', 'Проверить закрытие дверей, состояние контактов концевых выключателей.'];1685
2ТЭ25А;Блокировка жалюзи ЭДТ, отсутствие в УОИ сигнала об открытых жалюзи;Разбор схемы ЭДТ и включение режима 'Замещение' или разбор тяги при нагрузке на тормозные резисторы (Блокировка жалюзи ЭДТ);['Жалюзи закрыты', 'Неисправны блокировки', 'Нет +110В или обрыв провода от блокировок к УОИ', 'Неисправность платы БОДД (ПВДД) УОИ'];['Проверить состояние жалюзи блока ЭДТ, работу пневматического вентиля ВЖТ1, выход штока пневмоцилиндра, состояние концевого выключателя. Если причина не найдена - не пользоваться ЭДТ.', 'Проверить состояние жалюзи блока ЭДТ, работу пневматического вентиля ВЖТ1, выход штока пневмоцилиндра, состояние концевого выключателя. Если причина не найдена - не пользоваться ЭДТ.', 'Проверить состояние жалюзи блока ЭДТ, работу пневматического вентиля ВЖТ1, выход штока пневмоцилиндра, состояние концевого выключателя. Если причина не найдена - не пользоваться ЭДТ.', 'Проверить состояние жалюзи блока ЭДТ, работу пневматического вентиля ВЖТ1, выход штока пневмоцилиндра, состояние концевого выключателя. Если причина не найдена - не пользоваться ЭДТ.'];1686
2ТЭ25А;"В УОИ сигнал о включении тумблера управления компрессором в режим ""ручной откл."" или ""ручной вкл.""";Предупреждение! (Компрессор включен в ручном режиме);"[""Тумблер включен в 'ручной'"", ""Нет +110В от тумблера 'автомат' к УОИ"", 'Обрыв провода от тумблера до УОИ', 'Неисправность платы БОДД (ПВДД) УОИ']";['Проверить состояние тумблера. Контролировать давление в питательной магистрали по манометру.', 'Проверить состояние тумблера. Контролировать давление в питательной магистрали по манометру.', 'Проверить состояние тумблера. Контролировать давление в питательной магистрали по манометру.', 'Проверить состояние тумблера. Контролировать давление в питательной магистрали по манометру.'];1687
2ТЭ25А;В УОИ сигнал о давлении в питательной магистрали менее 7,2 атм.;Предупреждение! (Давление в питательной магистрали менее 7.2 Атм);['Давление ниже 7,2 атм.', 'Неисправность датчика давления', 'Неисправность платы БОАД УОИ'];['Компрессор в ручном режиме управления и отключен! Проверить состояние тумблера. Контролировать давление в питательной магистрали по манометру. Не забудь включить компрессор!', 'Компрессор в ручном режиме управления и отключен! Проверить состояние тумблера. Контролировать давление в питательной магистрали по манометру. Не забудь включить компрессор!', 'Компрессор в ручном режиме управления и отключен! Проверить состояние тумблера. Контролировать давление в питательной магистрали по манометру. Не забудь включить компрессор!'];1688
2ТЭ25А;В УОИ сигнал о давлении в тормозных цилиндрах (датчик ВР8/ВР9) больше 0,2 кг/кв.см дольше 30 сек.;Сброс нагрузки (Заторможена 1 тележка/ Заторможена 2 тележка);['Давление в ТЦ больше порога', 'Неисправность проводов к датчику давления', 'Неисправен датчик давления', 'Неисправна плата БОАД/ ПВАД/ БПД1 УОИ'];['Проверить воздух в тормозных цилиндрах по манометру. Проверить режим включения воздухораспределителя, при повторном срабатывании перевести на равнинный режим, выпустить воздух выпускным клапаном.', 'Проверить воздух в тормозных цилиндрах по манометру. Проверить режим включения воздухораспределителя, при повторном срабатывании перевести на равнинный режим, выпустить воздух выпускным клапаном.', 'Проверить воздух в тормозных цилиндрах по манометру. Проверить режим включения воздухораспределителя, при повторном срабатывании перевести на равнинный режим, выпустить воздух выпускным клапаном.', 'Проверить воздух в тормозных цилиндрах по манометру. Проверить режим включения воздухораспределителя, при повторном срабатывании перевести на равнинный режим, выпустить воздух выпускным клапаном.'];1689
2ТЭ25А;"В УОИ сигнал о давлении масла с датчика ВР1 меньше 0,25 кг/см2 в течении 60с с начала прокачки масла (после нажатия кнопки ""Пуск"")";Запрет запуска, нет отсчета времени прокачки (Нет начального давления масла);['Давление меньше нормы', 'Обрыв проводов к датчику', 'Неисправен датчик', 'Неисправна плата БОАД/ ПВАД/ БПД1 УОИ'];['Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). При неисправности датчика давления масла допускается заменить на датчик давления топлива.', 'Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). При неисправности датчика давления масла допускается заменить на датчик давления топлива.', 'Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). При неисправности датчика давления масла допускается заменить на датчик давления топлива.', 'Проверить уровень масла, работу насоса прокачки масла (если не работает - проверить предохранитель и контактор КМН) сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). При неисправности датчика давления масла допускается заменить на датчик давления топлива.'];1690
2ТЭ25А;В УОИ сигнал о давлении масла с датчика ВР1 меньше 0,7 кг/см2;Остановка дизеля (остановка дизеля - малое давление МАСЛА);['Давление меньше нормы', 'Обрыв проводов к датчику', 'Неисправен датчик', 'Неисправна плата БОАД/ ПВАД/ БПД1 УОИ'];"[""Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр 'Дизель', 'Масляная система'). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива."", ""Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр 'Дизель', 'Масляная система'). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива."", ""Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр 'Дизель', 'Масляная система'). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива."", ""Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр 'Дизель', 'Масляная система'). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива.""]";1691
2ТЭ25А;"В УОИ сигнал о давлении масла с датчика ВР1 меньше 2,5 кг/см2 в режиме ""Тяги"" при оборотах дизеля более 910 об/мин";Сброс нагрузки (Сброс нагрузки малое давление масла);['Давление меньше нормы', 'Обрыв проводов к датчику', 'Неисправен датчик', 'Неисправна плата БОАД/ ПВАД/ БПД1 УОИ'];['Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива.', 'Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива.', 'Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива.', 'Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Проверить состояние разъема датчика. При неисправности датчика давления масла допускается заменить на датчик давления топлива.'];1692
2ТЭ25А;"В УОИ сигнал о двух одновременно нажатых кнопках реверсора ""Вперед"" и ""Назад""";Разбор тяги или предупреждение в режиме х/х (Неверно задано направление движение);['+110 в УОИ из-за неисправности проводов или сбоях в цепях управления', 'Неисправность платы БОДД (ПВДД) УОИ'];"[""Выбрать направление движения нажатием кнопки 'Вперед' или 'Назад'. Проверить состояние контактных групп кнопок при ложном срабатывании."", ""Выбрать направление движения нажатием кнопки 'Вперед' или 'Назад'. Проверить состояние контактных групп кнопок при ложном срабатывании.""]";1693
2ТЭ25А;В УОИ сигнал о напряжении вспомогательного генератора менее 90 В;Предупреждение! (Тяги не будет) (Нет напряжения вспомогательного генератора);['Неисправна схема возбуждения', 'Обрыв/неисправность проводов к датчику напряжения (ПИНТ)', 'Неисправен датчик напряжения (ПИНТ)', 'Неисправна плата БОАД/ ПВАД/ БПД1 УОИ'];"[""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора. Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9."", ""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора. Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9."", ""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора. Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9."", ""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока и напряжения вспомогательного генератора. Осмотреть целостность проводов на блоке диодов UZ1 и датчике U9.""]";1694
2ТЭ25А;В УОИ сигнал о срабатывании реле защиты от перенапряжения вспомогательного генератора. Должен быть выбит автомат QF1, а автомат QF6 остаться включенным. Срабатывает при напряжении ВГ > 540 В;Снятие/запрет возбуждения ТА (Сработало реле защиты вспом. генератора);['Было перенапряжение и сработало реле', 'Ложное срабатывание реле', 'Кратковременное появление +110В на УОИ', 'Неисправность платы БОДД (ПВДД) УОИ'];"[""Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в 'Холостой ход'. Контролировать температуру теплоносителей дизеля."", ""Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в 'Холостой ход'. Контролировать температуру теплоносителей дизеля."", ""Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в 'Холостой ход'. Контролировать температуру теплоносителей дизеля."", ""Проверить состояние автоматов QF1 и QF6. При необходимости взвести, проверить наличие возбуждения. При повторном срабатывании секцию - в 'Холостой ход'. Контролировать температуру теплоносителей дизеля.""]";1695
2ТЭ25А;В УОИ сигнал о температуре обмоток ТА более 160°С;Предупреждение! (Перегрев ТА);['Температура больше указанного значения', 'Неисправен датчик в ТА', 'Неисправен ТИ'];"[""Проверить забор воздуха на охлаждение агрегата, по кадру 'Вспомогательные системы', 'Охлаждение ТЭД и ТА' проверить работу мотор-вентиляторов. При неисправности преобразователя частоты А18- перейти на резервную схему."", ""Проверить забор воздуха на охлаждение агрегата, по кадру 'Вспомогательные системы', 'Охлаждение ТЭД и ТА' проверить работу мотор-вентиляторов. При неисправности преобразователя частоты А18- перейти на резервную схему."", ""Проверить забор воздуха на охлаждение агрегата, по кадру 'Вспомогательные системы', 'Охлаждение ТЭД и ТА' проверить работу мотор-вентиляторов. При неисправности преобразователя частоты А18- перейти на резервную схему.""]";1696
2ТЭ25А;В УОИ сигнал о токе возбуждения вспомогательного генератора более 200 А;Сброс нагрузки, снятие возбуждения ТГ и ВГ (Ток возбуждения вспом. генератора великоват);['Неисправна система возбуждения', 'Неисправность проводов к датчику тока (ПИНТ)', 'Неисправен датчик тока (ПИНТ)', 'Неисправна плата БОАД УОИ'];"[""Следовать на более низких позициях или перевести секцию в 'Холостой ход'."", ""Следовать на более низких позициях или перевести секцию в 'Холостой ход'."", ""Следовать на более низких позициях или перевести секцию в 'Холостой ход'."", ""Следовать на более низких позициях или перевести секцию в 'Холостой ход'.""]";1697
2ТЭ25А;В УОИ сигнал о токе возбуждения тягового генератора более 200 А;Сброс нагрузки (Ток возбуждения тягового генератора великоват);['Неисправна система возбуждения', 'Неисправность проводов к датчику тока (ПИНТ)', 'Неисправен датчик тока (ПИНТ)', 'Неисправна плата БОАД УОИ'];"[""Следовать на более низких позициях или перевести секцию в 'Холостой ход'."", ""Следовать на более низких позициях или перевести секцию в 'Холостой ход'."", ""Следовать на более низких позициях или перевести секцию в 'Холостой ход'."", ""Следовать на более низких позициях или перевести секцию в 'Холостой ход'.""]";1698
2ТЭ25А;В УОИ сигнал о токе возбуждения тягового генератора менее 10 А;Предупреждение! (Тяги не будет) (Нет тока возбуждения тягового генератора);['Неисправна система возбуждения', 'Обрыв/неисправность проводов к датчику тока (ПИНТ)', 'Неисправен датчик тока (ПИНТ)', 'Неисправна плата БОАД/ ПВАД/ БПД1 УОИ'];"[""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока вспомогательного генератора. Осмотреть целостность проводов на блоке шунте RS2 и датчике U10."", ""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока вспомогательного генератора. Осмотреть целостность проводов на блоке шунте RS2 и датчике U10."", ""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока вспомогательного генератора. Осмотреть целостность проводов на блоке шунте RS2 и датчике U10."", ""Повторно поставить 1 позицию тяги или переключить тумблер 'Возбуждение'. По кадру 'электрооборудование/Возбуждение' контролировать включение контактора КМ1, появление тока вспомогательного генератора. Осмотреть целостность проводов на блоке шунте RS2 и датчике U10.""]";1699
2ТЭ25А;В УОИ сигнал о токе мотор-компрессора более 440А;Отключение компрессора и не включение до перезапуска дизеля. (Ток двигателя компрессора великоват);['Неисправен БК', 'Неисправен датчик тока (ПИНТ)', 'Неисправна плата БОАД/ ПВАД/ БПД1 УОИ'];['Возможно появление при низкой температуре масла компрессора. Переключи автомат АМК - будет произведен повторный запуск. Допустимо 3-4 раза для прогрева масла. Если не помогает - отключи компрессор автоматом АМК.', 'Возможно появление при низкой температуре масла компрессора. Переключи автомат АМК - будет произведен повторный запуск. Допустимо 3-4 раза для прогрева масла. Если не помогает - отключи компрессор автоматом АМК.', 'Возможно появление при низкой температуре масла компрессора. Переключи автомат АМК - будет произведен повторный запуск. Допустимо 3-4 раза для прогрева масла. Если не помогает - отключи компрессор автоматом АМК.'];1700
2ТЭ25А;В УОИ сигнал от ТП о температуре обмоток ТЭД более 150°С;Предупреждение! (Перегрев ТЭД1) (Перегрев ТЭД2) (Перегрев ТЭД3) (Перегрев ТЭД4) (Перегрев ТЭД5) (Перегрев ТЭД6);['Температура больше указанного значения', 'Неисправен датчик в ТЭД', 'Неисправна плата ПТИ САУ ТП'];"[""Проверить забор и подачу воздуха на охлаждение ТЭД, по кадру 'Вспомогательные системы', 'Охлаждение ТЭД и ТА' проверить работу мотор-вентилятора. При неисправности преобразователя частоты А7 - перейти на резервную схему."", ""Проверить забор и подачу воздуха на охлаждение ТЭД, по кадру 'Вспомогательные системы', 'Охлаждение ТЭД и ТА' проверить работу мотор-вентилятора. При неисправности преобразователя частоты А7 - перейти на резервную схему."", ""Проверить забор и подачу воздуха на охлаждение ТЭД, по кадру 'Вспомогательные системы', 'Охлаждение ТЭД и ТА' проверить работу мотор-вентилятора. При неисправности преобразователя частоты А7 - перейти на резервную схему.""]";1701
2ТЭ25А;В УОИ сигнал от системы впрыска об остановкаке дизеля из-за низкого давления масла;Переход в 'остановка' (Стоп дизеля малое давление масла);['Было низкое давление', 'Неисправность системы впрыска'];"[""Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в 'Холостой ход'."", ""Проверить уровень масла, сравнить показания датчиков давления масла на входе и выходе дизеля (кадр Дизель, Масляная система). Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в 'Холостой ход'.""]";1702
2ТЭ25А;В УОИ сигнал от системы впрыска об остановкаке дизеля из-за превышения оборотов;Переход в 'остановка' (Стоп дизеля - превышение оборотов);['Было превышение оборотов', 'Неисправность системы впрыска'];"[""Проверить состояние механического предельного выключателя дизеля и воздушной захлопки. Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в 'Холостой ход'."", ""Проверить состояние механического предельного выключателя дизеля и воздушной захлопки. Допускается запуск дизеля, при повторном срабатывании защиты перевести секцию в 'Холостой ход'.""]";1703
2ТЭ25А;В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с;Нет связи с преобразователем A7 (Снятие/запрет схемы тяги);['Нет питания', 'Неисправность блока питания или платы управления преобразователя', 'Неисправна плата ПКС или БК УОИ'];['Проверить работу автомата питания преобразователя (SF18), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.', 'Проверить работу автомата питания преобразователя (SF18), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.', 'Проверить работу автомата питания преобразователя (SF18), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.'];1704
2ТЭ25А;В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с;Прекращение работы вентилятора (Нет связи с преобразователем A5/А6);['Нет питания', 'Неисправность блока питания или платы управления преобразователя', 'Неисправна плата ПКС или БК УОИ'];['Проверить работу автомата питания преобразователя (SF16/SF17), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.', 'Проверить работу автомата питания преобразователя (SF16/SF17), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.', 'Проверить работу автомата питания преобразователя (SF16/SF17), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.'];1705
2ТЭ25А;В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с;При включенных ОМ данной тележки - Снятие/запрет схемы тяги (Нет связи ТП1 с МПСУ [Отключи ОМ1,2,3]);['Выключен тумблер на САУ ТП', 'Неисправность кабеля связи', 'Неисправность платы ПАВЗ САУ ТП', 'Неисправность платы ПКС или БК УОИ'];"[""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'."", ""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'."", ""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'."", ""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'.""]";1706
2ТЭ25А;В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с;При включенных ОМ данной тележки - Снятие/запрет схемы тяги (Нет связи ТП2 с МПСУ [Отключи ОМ4,5,6]);['Выключен тумблер на САУ ТП', 'Неисправность кабеля связи', 'Неисправность платы ПАВЗ САУ ТП', 'Неисправность платы ПКС или БК УОИ'];"[""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'."", ""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'."", ""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'."", ""Переключить автомат питания ТП.Если не помогает, выключить все три ОМ данной тележки, проверить отключение размыкателя в ТП (кадр 3).Если размыкатель не отключился - нажать на кнопку на ТП (автомат питания ТП должен быть включен). Держать кнопку не менее 2 с, если не помогает, перевести секцию в режим 'Холостой ход'.""]";1707
2ТЭ25А;В УОИ сигналы о включенном автомате питания преобразователя и отсутствии от него ответа в течении 2с;Снятие/запрет возбуждения ТА (Нет связи с преобразователем A18);['Нет питания', 'Неисправность блока питания или платы управления преобразователя', 'Неисправна плата ПКС или БК УОИ'];['Проверить работу автомата питания преобразователя (SF21), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.', 'Проверить работу автомата питания преобразователя (SF21), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.', 'Проверить работу автомата питания преобразователя (SF21), проверить разъем на преобразователе. Если связь не восстановлена, перейти на резервную схему.'];1708
2ТЭ25А;В УОИ сигналы о выключении всех силовых автоматов;Прекращение работы вентилятора (Отключены все ав. в силовой цепи преобр. А5);['Автоматы выключены', 'Нет +110В или обрыв провода от блок контакта к УОИ', 'Неисправность платы БОДД (ПВДД) УОИ'];['Проверить состояние автоматов QF2, QF7, QF3 в тамбуре. (Кадр 4)', 'Проверить состояние автоматов QF2, QF7, QF3 в тамбуре. (Кадр 4)', 'Проверить состояние автоматов QF2, QF7, QF3 в тамбуре. (Кадр 4)'];1709
